/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/character	[0.060077518224716187, -0.0683649405837059, 0.026632269844412804, -0.048925600945949554, -0.022745689377188683, -0.020561834797263145, -0.050581302493810654, -0.005612306296825409, -0.025402098894119263, -0.005482443142682314, 0.02803749404847622, 0.0014608304481953382, 0.057974595576524734, 0.038841672241687775, 0.011280526407063007, -0.018486572429537773, -0.007039240095764399, -0.047014020383358, 0.02080279402434826, 0.050301652401685715, -0.04781313240528107, 0.08257241547107697, -0.0049975416623055935, 0.0411987230181694, 0.0021027910988777876, 0.08393364399671555, 0.018226847052574158, -0.012649154290556908, 0.027958355844020844, -0.00540168909355998, 0.016672944650053978, 0.03898167982697487, 0.034238070249557495, 0.003504938678815961, -0.00677390256896615, -0.02549775131046772, 0.07117954641580582, -0.024750372394919395, -0.006651043891906738, 0.055962610989809036, -0.0820397138595581, 0.06485386937856674, 0.0030804488342255354, 0.014927098527550697, 0.06249592453241348, -0.048200007528066635, -0.046461157500743866, 0.007103271316736937, -0.009828411042690277, -0.034272853285074234, -0.0014439248479902744, 0.05678723752498627, 0.06703606247901917, 0.004725677892565727, -0.026541348546743393, 0.026048097759485245, -0.05956466495990753, 0.04319696128368378, -0.0729079395532608, -0.011167111806571484, 0.05958952754735947, 0.012578877620398998, 0.05070968344807625, 0.00622513797134161, 0.012652683071792126, -0.030197404325008392, -0.017135174944996834, 0.035037484019994736, -0.07192449271678925, 0.02569306269288063, -0.023683441802859306, 0.05776483938097954, 0.028936853632330894, 0.01807611808180809, 0.05950647220015526, 0.06004941090941429, -0.06451874226331711, 0.04321204498410225, -0.023802416399121284, -0.011518317274749279, 0.03373481333255768, -0.04597095027565956, -0.012261160649359226, -0.03997694328427315, 0.005142558366060257, 0.009077392518520355, -0.03802113980054855, -0.004906481597572565, 0.06021723523736, 0.05937662720680237, 0.02293269895017147, -0.012871569022536278, -0.04197466000914574, 0.027886826545000076, -0.04580032825469971, -0.021592488512396812, 0.0022342954762279987, -0.05672227591276169, -0.002845728537067771, 0.011530505493283272]
/education/educational_institution/campuses	[0.003010217798873782, 0.06249898672103882, -0.03126480430364609, -0.07824565470218658, -0.031810034066438675, 0.005418708082288504, -0.01921471208333969, -0.05284934118390083, -0.021312760189175606, 0.026715463027358055, 0.023109404370188713, 0.07382697612047195, -0.022311562672257423, -0.00919293612241745, 0.029318101704120636, -0.008927839808166027, 0.025262081995606422, -0.021409330889582634, 0.0007945314282551408, -0.02166510373353958, 0.08810058236122131, -0.011467059142887592, 0.06182918697595596, -0.01479821652173996, -0.010704581625759602, -0.017240509390830994, -0.0031955528538674116, 0.03451508656144142, 0.0061079757288098335, -0.03534524142742157, -0.038947977125644684, -0.005138378124684095, -0.01110716350376606, 0.010603207163512707, 0.03233392909169197, 0.04063813388347626, -0.06632956117391586, 0.006841626018285751, -0.020204005762934685, 0.07624784111976624, -0.021624507382512093, 0.028256535530090332, 0.006548799108713865, -0.025001173838973045, -0.04705072566866875, 0.03568828105926514, 0.013998497277498245, -0.013667644001543522, 0.005046609323471785, 0.023091012611985207, -0.01368255726993084, -0.015509499236941338, 0.029494797810912132, 0.004515501670539379, -0.018153643235564232, 0.026200132444500923, 0.0188214723020792, 0.030689144507050514, 0.055518798530101776, -0.02198398858308792, 0.0034314380027353764, 0.05558059737086296, 0.027571868151426315, 0.03763430938124657, -0.06182800233364105, 0.025732574984431267, -0.008729088120162487, 0.010229509323835373, 0.05822473019361496, -0.005208682734519243, 0.014350431971251965, 0.04666338115930557, 0.007423143833875656, 0.0009747222065925598, -0.06717203557491302, 0.019797835499048233, 0.007609715685248375, 0.04739007353782654, -0.07366180419921875, 0.0499747171998024, -0.061078108847141266, -0.00665068905800581, -0.028192810714244843, 0.05070066824555397, 0.03547888994216919, 0.005648091435432434, -0.02188556268811226, 0.016614092513918877, 0.022344248369336128, 0.0558602400124073, 0.02563055045902729, 0.0568748414516449, 0.016403421759605408, 0.022694241255521774, -0.021490635350346565, -0.031166192144155502, 0.04423941671848297, -0.008868704549968243, -0.013191819190979004, -0.008166811428964138]
/time/event/instance_of_recurring_event	[-0.0028462994378060102, -0.06771086901426315, -0.021575070917606354, 0.023469772189855576, -0.03333659470081329, -0.002040154067799449, 0.04443125054240227, -0.03201410546898842, -0.050364650785923004, -0.04175492376089096, 0.00896973442286253, 0.010672422125935555, -0.01388041116297245, -0.033363938331604004, -0.02993619814515114, 0.0624828040599823, 0.008600875735282898, 0.02777205780148506, 0.0581510066986084, 0.02130889520049095, 0.01578865572810173, -0.022285226732492447, 0.042420644313097, -0.01005274523049593, -0.02260984480381012, -0.049179889261722565, -0.03526918962597847, -0.0662815272808075, 0.04070166498422623, 0.014781787991523743, -0.02036207541823387, 0.004809297155588865, 0.032911594957113266, 0.015969110652804375, 0.05316012352705002, -0.004053021781146526, -0.009013716131448746, -0.017179474234580994, -0.036470964550971985, 0.010116488672792912, 0.02974681742489338, 0.005875038914382458, -0.004645441193133593, -0.01092616468667984, 0.08220662921667099, 0.006632790435105562, -0.001087808981537819, -0.08442327380180359, 0.021219488233327866, 0.0713290125131607, -0.05575067177414894, 0.005710925906896591, -0.030118493363261223, 0.011483544483780861, -0.02132902480661869, -0.02772277407348156, -0.02246268093585968, 0.022462299093604088, -0.06702232360839844, 0.0309737715870142, 0.002307344926521182, -0.06335430592298508, 0.025805722922086716, -0.007990476675331593, -0.03911535069346428, -0.05000428482890129, 0.0643283873796463, -0.07654479891061783, -0.0012858189875259995, 0.008776864968240261, 0.042376451194286346, 0.02316923253238201, -0.036076486110687256, -0.06647419184446335, 0.006396771874278784, 0.020589595660567284, -0.006773366592824459, -0.041053079068660736, 0.04469582065939903, 0.04082709923386574, 0.06112033128738403, 0.045672591775655746, 0.0022415227722376585, 0.010967840440571308, -0.05608242750167847, -0.06810478866100311, -0.018418163061141968, 0.015893055126070976, -0.01519529428333044, -0.06773155182600021, 0.008402365259826183, -0.04786553606390953, -0.024441435933113098, -0.055103547871112823, 0.017768077552318573, -0.023557312786579132, -0.08416208624839783, 0.05316905304789543, 0.019482407718896866, -0.038929060101509094]
/education/university/international_tuition./measurement_unit/dated_money_value/currency	[-0.06642315536737442, 0.04259197413921356, -0.02506844326853752, -0.021834081038832664, 0.01906660385429859, -0.035987671464681625, -0.03423028811812401, -0.008622539229691029, 0.0034218558575958014, -0.055026762187480927, 0.004926021676510572, -0.02058924362063408, 0.025481682270765305, -0.00541846826672554, 0.03570588678121567, 0.018998462706804276, -0.024840734899044037, -0.012233695015311241, 0.009090668521821499, -0.026456905528903008, 0.04043364152312279, 0.05207395553588867, -0.0280817449092865, 0.029952233657240868, -0.007843183353543282, -0.04499270021915436, 0.015411837957799435, -0.05828249454498291, 0.020705508068203926, 0.024496667087078094, -0.009327664971351624, 0.035235416144132614, 0.018054751679301262, 0.02065015211701393, -0.0105668343603611, 0.013588488101959229, -0.007295353338122368, 0.0197053961455822, -0.08106859028339386, -0.007828052155673504, 0.005484358407557011, 0.02000916562974453, 0.024531716480851173, -0.02331259474158287, 0.011850225739181042, -0.02992747351527214, 0.020819993689656258, -0.031238429248332977, -0.0376230925321579, 0.03891071677207947, 0.028479529544711113, -0.06090204045176506, -0.07873281091451645, 0.025753840804100037, 0.05056608468294144, -0.0303941760212183, -0.009024218656122684, -0.01488633081316948, -0.030644677579402924, 0.015960732474923134, -0.010539249517023563, -0.06877090036869049, -0.0035711408127099276, 0.010294286534190178, 0.0006983572384342551, 0.0574231781065464, -0.01638815738260746, 0.042449261993169785, 0.010849345475435257, 0.0013058525510132313, 0.051975544542074203, -0.0005573881207965314, -0.006173869129270315, -0.0032557316590100527, -0.04107964411377907, -0.0534755140542984, 0.054170940071344376, 0.007493999321013689, 0.018430540338158607, -0.001969526754692197, -0.016531454399228096, 0.003296278417110443, 0.039585355669260025, -0.003168319119140506, 0.02376573160290718, 0.021144259721040726, 0.031549859791994095, 0.058550406247377396, 0.012089460156857967, 0.005997415632009506, -0.004059019032865763, -0.003952742088586092, -0.023416047915816307, 0.041782308369874954, 0.014931993559002876, -0.03627513349056244, 0.01206828560680151, -0.029046954587101936, 0.009001772850751877, -0.06653009355068207]
/fictional_universe/fictional_character/based_on	[0.012017816305160522, -0.030570851638913155, -0.012489758431911469, -0.00041643224540166557, -0.05886346474289894, -0.03634163364768028, 0.011218122206628323, 0.023427367210388184, -0.07993531227111816, 0.04525410756468773, 0.03623885661363602, -0.017362812533974648, -0.017585908994078636, -0.05654436722397804, -0.03531789779663086, 0.024021165445446968, -0.04497788846492767, -0.011014866642653942, -0.014990082941949368, -0.05089857429265976, 0.020867910236120224, 0.01592395454645157, -0.0085129514336586, -0.002909335307776928, -0.04893924668431282, -0.04750271514058113, -0.04643631726503372, 0.020282452926039696, -0.0008225901401601732, 0.022189674898982048, -0.0016301288269460201, -0.0074767363257706165, -0.024056661874055862, -0.004408429842442274, 0.01722443476319313, 0.0037855508271604776, -0.04061814025044441, 0.0037972829304635525, -0.011680169962346554, -0.0020800877828150988, -0.07687123119831085, -0.06135876476764679, -0.05239412933588028, 0.02048698626458645, -0.016968032345175743, -0.0179225355386734, 0.04024419188499451, 0.04743747040629387, 0.06233695521950722, -0.05209170654416084, 0.004677949473261833, 0.0005238039884716272, -0.0353337861597538, -0.02354717254638672, 0.06706426292657852, -0.026768870651721954, -0.021135510876774788, 0.011227445676922798, -0.007748603355139494, -0.0015877120895311236, -0.03766113147139549, -0.01947270706295967, 0.00461789034307003, -0.0037465274799615145, 0.00434466265141964, -0.01915774866938591, 0.017562858760356903, -0.004328412003815174, -0.07741709053516388, -0.005618750117719173, 0.0018217009492218494, 0.06982884556055069, 0.030438339337706566, 0.019546082243323326, 0.027385210618376732, -0.00860682688653469, 0.016109317541122437, -0.021752726286649704, -0.05987085402011871, 0.003676939755678177, 0.030063332989811897, -0.01939915493130684, 0.03395596519112587, -0.00812927819788456, 0.0016508260741829872, 0.03223555162549019, 0.08290377259254456, 0.04909433051943779, 0.031548917293548584, -0.01629016362130642, 0.05847278609871864, 0.023170093074440956, -0.045110806822776794, 0.05232209712266922, 0.021355006843805313, 0.06002363562583923, -0.013921955600380898, -0.06426728516817093, -0.04008599370718002, -0.05675892531871796]
/transportation/bridge/locale	[-0.0005297573516145349, -0.009143855422735214, -0.02695298008620739, 0.008722787722945213, -0.014172867871820927, 0.028908507898449898, 0.027809586375951767, 0.03544163703918457, 0.02509331703186035, 0.03646998107433319, 0.03438182920217514, 0.027518732473254204, 0.04343634098768234, 0.01485254056751728, 0.04080834984779358, -0.025521475821733475, 0.0037813636008650064, -0.027419501915574074, -0.03883868083357811, 0.059541262686252594, -0.05787800997495651, 0.033900827169418335, 0.04013678804039955, 0.0744767114520073, 0.031887929886579514, 0.013892038725316525, -0.006376352161169052, 0.03374200686812401, -0.0024448393378406763, 0.033414456993341446, -0.02068309113383293, -0.012050039134919643, -0.03345518186688423, -0.04400414228439331, 0.012719412334263325, -0.011712742038071156, -0.02662498503923416, -0.08130670338869095, 0.03816526383161545, 0.027320396155118942, 0.002591271186247468, 0.007194023113697767, -0.019902586936950684, 0.014408629387617111, -0.06751982867717743, -0.049948710948228836, -0.043313004076480865, -0.06452096253633499, -0.06584455072879791, 0.015354485251009464, 0.010335630737245083, 0.00997962150722742, -0.06781880557537079, 0.03266449272632599, -0.030079461634159088, 0.009202432818710804, -0.022312607616186142, -0.08182232081890106, -0.009723727591335773, -0.030102407559752464, 0.005614777095615864, 0.08167406171560287, 0.03119269385933876, 0.012294516898691654, 0.034665584564208984, 0.054427552968263626, 0.011015079915523529, 0.04756879433989525, 0.002249577082693577, 0.0437840037047863, 0.06942033022642136, 0.008092798292636871, 0.06331819295883179, 0.04224580526351929, -0.00440644845366478, 0.0104502709582448, -0.03991391509771347, 0.006589493714272976, 0.01370933186262846, -0.0033500301651656628, 0.03400036692619324, 0.015597812831401825, -0.0372425876557827, -0.020348507910966873, -0.049138039350509644, 0.0037857345305383205, 0.010987713001668453, -0.01991523802280426, 0.07081060111522675, 0.0030449875630438328, 0.018886171281337738, -0.0019722124561667442, -0.025447923690080643, -0.017645642161369324, -0.029380060732364655, 0.05365524813532829, -0.0017454065382480621, 0.003919454291462898, 0.059977937489748, 0.024999558925628662]
/architecture/museum/type_of_museum	[-0.05685041844844818, 0.03905237093567848, -0.01971837319433689, -0.008472413755953312, 0.058794524520635605, 0.03649912402033806, -0.06533895432949066, 0.06086016818881035, -0.02561914548277855, -0.05588351935148239, 0.029296986758708954, 0.06350994855165482, -0.015504221431910992, 0.0007420458132401109, 0.04144095629453659, -0.05246233195066452, 0.0053732916712760925, -0.012978379614651203, 0.02310934290289879, 0.05014728009700775, 0.043815117329359055, 0.04435667395591736, -0.016501009464263916, 0.024534624069929123, -0.042442187666893005, -0.07142555713653564, 0.002392371417954564, -0.01283386442810297, -0.008688054047524929, -0.055990416556596756, 0.07666783779859543, -0.031190644949674606, -0.0394638366997242, 0.009509388357400894, -0.06430462747812271, -0.00938032940030098, -0.010747860185801983, 0.024522770196199417, 0.03995067626237869, 0.00901050679385662, 0.016889069229364395, 0.07072477042675018, -0.018172351643443108, -0.0014100304106250405, 0.047622229903936386, -0.032263245433568954, -0.0005037180380895734, 3.905529956682585e-05, -0.07598170638084412, 0.07935985177755356, 0.007052069529891014, 0.00927196629345417, -0.03880104795098305, -0.01152780745178461, 0.02096416801214218, 0.03711036965250969, -0.005931713152676821, -0.012756583280861378, -0.051924001425504684, -0.08121166378259659, 0.05418681725859642, -0.023929337039589882, -0.04502284899353981, 0.03693705052137375, 0.0033943457528948784, 0.012691302224993706, 0.029268773272633553, -0.0629597157239914, -0.03192301467061043, -0.017378536984324455, 0.046289123594760895, 0.06297113001346588, -0.03880629688501358, -0.006724293809384108, -0.007751643657684326, -0.05940388888120651, -0.003798790043219924, -0.04214414209127426, -0.024888696148991585, 0.017546778544783592, 0.03050518035888672, -0.0289817675948143, 0.04125598445534706, -0.05212175101041794, -0.013275937177240849, 0.05652567371726036, 0.016780901700258255, 0.0694262757897377, -0.06643592566251755, -0.04256248101592064, 0.01157725416123867, 0.012510251253843307, 0.04808235913515091, -0.051495909690856934, -0.013856763020157814, 0.03503181040287018, 0.0590648353099823, -0.023950081318616867, -0.00394301675260067, -0.08405249565839767]
/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team	[-0.000512204656843096, 0.06592853367328644, -0.07996232062578201, 0.06250511109828949, -0.0073571838438510895, 0.018078980967402458, -0.016280710697174072, 0.047951336950063705, 0.03209618106484413, -0.05228298157453537, -0.04984455183148384, -0.004647249821573496, -0.0022700061090290546, -0.008650845848023891, 0.008706199936568737, -0.010965357534587383, 0.013752786442637444, 0.006386672146618366, 0.069273442029953, -0.05949338525533676, -0.048777785152196884, 0.027336440980434418, -0.04442368447780609, 0.008316158317029476, 0.05821198597550392, 0.0029916041530668736, -0.017469409853219986, 0.07463863492012024, 0.02968866191804409, -0.030550463125109673, -0.061556003987789154, 0.03451650217175484, 0.0022639045491814613, 0.04107322916388512, -0.055057089775800705, 0.0015152491396293044, -0.02365725114941597, 0.007891017943620682, -0.01028616726398468, -0.026156118139624596, 0.0467677116394043, -0.012055998668074608, 0.01613873615860939, -0.016419192776083946, 0.003895810106769204, -0.021288147196173668, -0.008976394310593605, 0.02459249086678028, -0.011708295904099941, -0.008719931356608868, 0.05279392749071121, -0.04573499783873558, -0.06907440721988678, 0.05080472305417061, 0.025731336325407028, -0.013210980221629143, 0.006630925927311182, -0.011456361040472984, 0.013772300444543362, -0.01732613332569599, 0.022935904562473297, -0.013025219552218914, 0.008527464233338833, 0.026024753227829933, -0.040422022342681885, -0.025656070560216904, -0.024909479543566704, 0.0026188280899077654, -0.025753626599907875, -0.028768440708518028, 0.00706342002376914, -0.016152814030647278, 0.01833285763859749, 0.012125693261623383, 0.06042247265577316, -0.0437001958489418, 0.004518425092101097, -0.0625855028629303, -0.046070221811532974, -0.029232077300548553, -0.03260515257716179, 0.018841449171304703, -0.07834785431623459, 0.0360247865319252, 0.009823647327721119, -0.0148531598970294, 0.05890505015850067, 0.053227514028549194, -0.0557069294154644, 0.053506720811128616, -0.06284885853528976, -0.05882398039102554, 0.04520785063505173, 0.001811396679840982, 0.04215501621365547, 0.006159684620797634, -0.002476656576618552, -0.02621266432106495, 0.015448627062141895, -0.05346563085913658]
/people/appointee/position./people/appointment/appointed_by	[0.052717819809913635, -0.03679854795336723, -0.0043888515792787075, -0.0655984878540039, -0.018982097506523132, -0.05482543632388115, -0.026631150394678116, -0.028753383085131645, -0.04662301391363144, -0.047242339700460434, 0.018367810174822807, 0.061475206166505814, -0.02603570930659771, -0.015288946218788624, 0.024733083322644234, -0.059500694274902344, 0.060767266899347305, -0.023160846903920174, -0.05882228910923004, -0.015696072950959206, 0.046993911266326904, 0.00497014494612813, 0.05708012357354164, 0.029179075732827187, 0.03638884052634239, -0.030112821608781815, 0.014697166159749031, -0.02598559483885765, -0.05378306657075882, 0.06827215105295181, -0.07424729317426682, -0.06832019239664078, 0.03352587670087814, 0.07264148443937302, -0.028276726603507996, 0.0005708704120479524, -0.021718258038163185, 0.021765941753983498, 0.08249770849943161, 0.03357255086302757, -0.015972532331943512, 0.010637447237968445, 0.03718485310673714, 0.024390166625380516, -0.008711926639080048, -0.0011672701220959425, -0.019678398966789246, -0.01933046244084835, -0.07404249161481857, -0.03364124894142151, -0.02354464679956436, 0.013640484772622585, 0.027041008695960045, -0.0030017022509127855, -8.550120401196182e-05, 0.04940136522054672, 0.007235190365463495, -0.054444823414087296, 0.03655785694718361, -0.057725124061107635, 0.054576143622398376, -0.029366035014390945, 0.046155303716659546, 0.025822242721915245, -0.011219565756618977, -0.0032605205196887255, -0.04552478715777397, 0.010745575651526451, 0.010327531956136227, 0.0006263648392632604, -0.02559009939432144, 0.018028855323791504, 0.020736027508974075, -0.01710774190723896, -0.005748056340962648, -0.009080199524760246, -0.000519457389600575, 0.029889211058616638, -0.03177039697766304, -0.015275457873940468, 0.004190192557871342, 0.04764930158853531, 0.007014671806246042, -0.05779361352324486, 0.012957926839590073, -0.002356377663090825, -0.008676571771502495, 0.03285263478755951, -0.037309274077415466, -0.05287441238760948, 0.058143530040979385, -0.0076888734474778175, -0.05509968474507332, 0.06213202700018883, -0.023745328187942505, 0.07533059269189835, -0.028608500957489014, -0.014894000254571438, -0.022475948557257652, -0.03809918090701103]
/government/government_office_or_title/category	[0.05378078296780586, 0.030039288103580475, -0.06220472231507301, 0.03552177920937538, -0.07506600767374039, 0.06342141330242157, 0.03452217951416969, -0.023306293413043022, 0.0057851290330290794, -0.044864922761917114, -0.05640526860952377, 0.002437229035422206, 0.006470247637480497, -0.03854002058506012, -0.022758617997169495, -0.02972514182329178, 0.0038444562815129757, 0.07246661186218262, -0.07809922099113464, 0.03338729962706566, -0.04019036889076233, 0.007189739961177111, -0.01754084788262844, 0.05710151791572571, -0.05906829237937927, 0.019238963723182678, -0.015678390860557556, -0.008709447458386421, 0.010151933878660202, -0.0026496381033211946, 0.004019650164991617, -0.05907289311289787, 0.07498791813850403, 0.012982824817299843, -0.054015301167964935, 0.000604968867264688, -0.04927675053477287, -0.03882645070552826, -0.02158343233168125, 0.0031996951438486576, -0.036714933812618256, 0.043409381061792374, -0.022284135222434998, -0.012551985681056976, 0.028250444680452347, -0.008850903250277042, 0.024285782128572464, -0.02821144089102745, -0.056157492101192474, 0.030531058087944984, 0.026144009083509445, 0.008251732215285301, 0.020148927345871925, 0.04395404830574989, 0.0374748595058918, -0.025248635560274124, 0.00020737519662361592, -0.04449128732085228, -0.004885861184448004, 0.027707738801836967, 0.07689760625362396, -0.03507645055651665, -0.024213586002588272, 0.022702369838953018, 0.002173790242522955, 0.05612911656498909, -0.059990737587213516, 0.016091851517558098, 0.0059502203948795795, -0.008815059438347816, -0.006588655989617109, 0.012876849621534348, 0.01071247085928917, 0.038521796464920044, 0.004862502217292786, 0.05311890318989754, 0.07036357372999191, 0.012518431060016155, 0.01762727089226246, 0.00632467120885849, -0.021497370675206184, -0.005608006846159697, 0.03208683803677559, 0.06304885447025299, 0.004604123067110777, -0.06263650953769684, -0.009251158684492111, -0.030904002487659454, 0.0007954991888254881, 0.02264646627008915, -0.009685109369456768, 0.05017232149839401, -0.00965325441211462, -0.03268346190452576, 0.012944033369421959, -0.006718466989696026, -0.005232616327702999, -0.005085444077849388, 0.03576626628637314, 0.0002472953055985272]
